K                       L                       S                       max                 
NaN                     NaN                     1.000000000000000       0.276284748341663   
5.000000000000000       5.000000000000000       5.000000000000000       0.244586114700003   
10.000000000000000      13.000000000000000      11.000000000000000      0.245154472471278   
